AFFGEOID,Geography,Percent_below_poverty_level,Percent_with_public_health_coverage
0500000US29119,"McDonald County, Missouri",19,18.4
0500000US29121,"Macon County, Missouri",17,23.4
0500000US29123,"Madison County, Missouri",18.8,22.6
0500000US29125,"Maries County, Missouri",18.9,25.1
0500000US29127,"Marion County, Missouri",18.4,19.7
0500000US29129,"Mercer County, Missouri",17.7,21.3
0500000US29131,"Miller County, Missouri",16.5,20.3
0500000US29133,"Mississippi County, Missouri",31.7,23.1
0500000US29135,"Moniteau County, Missouri",11.9,18.8
0500000US29137,"Monroe County, Missouri",13,25.1
0500000US29139,"Montgomery County, Missouri",16.1,22.3
0500000US29141,"Morgan County, Missouri",25.5,26.7
0500000US29143,"New Madrid County, Missouri",24.1,23.3
0500000US29145,"Newton County, Missouri",12.9,19.1
0500000US29147,"Nodaway County, Missouri",22.6,15.7
0500000US29149,"Oregon County, Missouri",25.3,25.9
0500000US29151,"Osage County, Missouri",6.8,17.5
0500000US29153,"Ozark County, Missouri",27.6,31.4
0500000US29155,"Pemiscot County, Missouri",28.5,21.8
0500000US29157,"Perry County, Missouri",8.2,19.2
0500000US29159,"Pettis County, Missouri",17.2,18.6
0500000US29161,"Phelps County, Missouri",20.4,17.4
0500000US29163,"Pike County, Missouri",15.1,21.5
0500000US29165,"Platte County, Missouri",7.2,14.6
0500000US29167,"Polk County, Missouri",14.4,20.4
0500000US29169,"Pulaski County, Missouri",12.8,14.1
0500000US29171,"Putnam County, Missouri",16.9,27.5
0500000US29173,"Ralls County, Missouri",13.3,23.1
0500000US29175,"Randolph County, Missouri",16.5,19.5
0500000US29177,"Ray County, Missouri",15.6,19.1
0500000US29179,"Reynolds County, Missouri",17.3,27.1
0500000US29181,"Ripley County, Missouri",23.4,24.8
0500000US29183,"St. Charles County, Missouri",5.7,14.8
0500000US29185,"St. Clair County, Missouri",22.2,32.1
0500000US29186,"Ste. Genevieve County, Missouri",16.6,21.6
0500000US29187,"St. Francois County, Missouri",15.4,22.3
0500000US29189,"St. Louis County, Missouri",9.8,17.9
0500000US29195,"Saline County, Missouri",17.3,20.8
0500000US29197,"Schuyler County, Missouri",18.4,22
0500000US29199,"Scotland County, Missouri",16.7,18.3
0500000US29201,"Scott County, Missouri",20.1,21.4
0500000US29203,"Shannon County, Missouri",30.5,25.7
0500000US29205,"Shelby County, Missouri",15.5,21.4
0500000US29207,"Stoddard County, Missouri",16.8,23.2
0500000US29209,"Stone County, Missouri",12.8,32.4
0500000US29211,"Sullivan County, Missouri",15.9,21.8
0500000US29213,"Taney County, Missouri",17.1,23.4
0500000US29215,"Texas County, Missouri",25.3,25.6
0500000US29217,"Vernon County, Missouri",15.2,20.9
0500000US29219,"Warren County, Missouri",12.8,20.2
0500000US29221,"Washington County, Missouri",20.2,22.8
0500000US29223,"Wayne County, Missouri",23.4,27.5
0500000US29225,"Webster County, Missouri",18.4,18.3
0500000US29227,"Worth County, Missouri",15,23.9
0500000US29229,"Wright County, Missouri",25,23.4
0500000US29510,"St. Louis city, Missouri",25,15.9
0500000US30001,"Beaverhead County, Montana",16.1,22.6
0500000US30003,"Big Horn County, Montana",26.8,12.3
0500000US30005,"Blaine County, Montana",32.7,16.8
0500000US30007,"Broadwater County, Montana",7.8,25.2
0500000US30009,"Carbon County, Montana",9.9,26.6
0500000US30011,"Carter County, Montana",11.8,28.5
0500000US30013,"Cascade County, Montana",13.1,20.5
0500000US30015,"Chouteau County, Montana",20.3,20.6
0500000US30017,"Custer County, Montana",9.8,20.3
0500000US30019,"Daniels County, Montana",4.6,22.6
0500000US30021,"Dawson County, Montana",12.3,17.8
0500000US30023,"Deer Lodge County, Montana",18.8,27
0500000US30025,"Fallon County, Montana",5.8,15
0500000US30027,"Fergus County, Montana",14.7,23.9
0500000US30029,"Flathead County, Montana",13.6,19.4
0500000US30031,"Gallatin County, Montana",13,11.9
0500000US30033,"Garfield County, Montana",5.1,24.6
0500000US30035,"Glacier County, Montana",33.1,12.3
0500000US30037,"Golden Valley County, Montana",18.2,26
0500000US30039,"Granite County, Montana",9.9,30.3
0500000US30041,"Hill County, Montana",21.2,16
0500000US30043,"Jefferson County, Montana",9.9,21.2
0500000US30045,"Judith Basin County, Montana",13.9,25.9
0500000US30047,"Lake County, Montana",20.9,22.2
0500000US30049,"Lewis and Clark County, Montana",11.4,18.8
0500000US30051,"Liberty County, Montana",13.9,22.8
0500000US30053,"Lincoln County, Montana",16.4,32.8
0500000US30055,"McCone County, Montana",7.7,24.4
0500000US30057,"Madison County, Montana",10.6,28.9
0500000US30059,"Meagher County, Montana",15.8,24.1
0500000US30061,"Mineral County, Montana",20.1,31.9
0500000US30063,"Missoula County, Montana",15.9,15.8
0500000US30065,"Musselshell County, Montana",17.4,27.1
0500000US30067,"Park County, Montana",13.4,21.8
0500000US30069,"Petroleum County, Montana",10.1,22.1
0500000US30071,"Phillips County, Montana",18,23.1
0500000US30073,"Pondera County, Montana",19,22.4
0500000US30075,"Powder River County, Montana",8.2,24.2
0500000US30077,"Powell County, Montana",14.6,26.6
0500000US30079,"Prairie County, Montana",10.1,27.3
0500000US30081,"Ravalli County, Montana",16,26.3
0500000US30083,"Richland County, Montana",5.9,14.2
0500000US30085,"Roosevelt County, Montana",29.1,11.2
0500000US30087,"Rosebud County, Montana",19.1,15.6
0500000US30089,"Sanders County, Montana",21.2,30.3
0500000US30091,"Sheridan County, Montana",12.2,23
0500000US30093,"Silver Bow County, Montana",19.2,20.2
0500000US30095,"Stillwater County, Montana",6.5,21.8
0500000US30097,"Sweet Grass County, Montana",10.4,28
0500000US30099,"Teton County, Montana",9.8,24.3
0500000US30101,"Toole County, Montana",16.6,18.7
0500000US30103,"Treasure County, Montana",17,23
0500000US30105,"Valley County, Montana",7.4,23.9
0500000US30107,"Wheatland County, Montana",19.8,18.3
0500000US30109,"Wibaux County, Montana",10.8,25.4
0500000US30111,"Yellowstone County, Montana",10.1,16.8
0500000US31001,"Adams County, Nebraska",12.4,18.2
0500000US31003,"Antelope County, Nebraska",11.5,23.4
0500000US31005,"Arthur County, Nebraska",10.9,22.6
0500000US31007,"Banner County, Nebraska",8.9,17.3
0500000US31009,"Blaine County, Nebraska",9.8,25.5
0500000US31011,"Boone County, Nebraska",7.3,21.9
0500000US31013,"Box Butte County, Nebraska",10.9,17.3
0500000US31015,"Boyd County, Nebraska",9.8,26.2
0500000US31017,"Brown County, Nebraska",16,27.7
0500000US31019,"Buffalo County, Nebraska",14.4,14.1
0500000US31021,"Burt County, Nebraska",12.3,25
0500000US31023,"Butler County, Nebraska",7.8,20.4
0500000US31025,"Cass County, Nebraska",6.3,17
0500000US31027,"Cedar County, Nebraska",9.7,20.2
0500000US31029,"Chase County, Nebraska",8,20.9
0500000US31031,"Cherry County, Nebraska",9,21.5
0500000US31033,"Cheyenne County, Nebraska",10.9,17.3
0500000US31035,"Clay County, Nebraska",11.1,20.7
0500000US31037,"Colfax County, Nebraska",8.2,12.4
0500000US31039,"Cuming County, Nebraska",8,20.5
0500000US31041,"Custer County, Nebraska",11.9,22.9
0500000US31043,"Dakota County, Nebraska",16.8,13.5
0500000US31045,"Dawes County, Nebraska",14.3,19.3
0500000US31047,"Dawson County, Nebraska",13.7,15.7
0500000US31049,"Deuel County, Nebraska",11.1,25.3
0500000US31051,"Dixon County, Nebraska",10.3,19.9
0500000US31053,"Dodge County, Nebraska",13.2,19.3
0500000US31055,"Douglas County, Nebraska",13.5,13.2
0500000US31057,"Dundy County, Nebraska",10.5,20.9
0500000US31059,"Fillmore County, Nebraska",9.9,23.5
0500000US31061,"Franklin County, Nebraska",13.3,27.2
0500000US31063,"Frontier County, Nebraska",10.9,24.8
0500000US31065,"Furnas County, Nebraska",13.5,23.9
0500000US31067,"Gage County, Nebraska",9.1,22.7
0500000US31069,"Garden County, Nebraska",11.7,27.4
0500000US31071,"Garfield County, Nebraska",7.2,28.2
0500000US31073,"Gosper County, Nebraska",5.7,22.1
0500000US31075,"Grant County, Nebraska",21.1,24.3
0500000US31077,"Greeley County, Nebraska",9.8,25
0500000US31079,"Hall County, Nebraska",13.5,14.4
0500000US31081,"Hamilton County, Nebraska",7.2,19
0500000US31083,"Harlan County, Nebraska",12.9,27
0500000US31085,"Hayes County, Nebraska",9,20.2
0500000US31087,"Hitchcock County, Nebraska",14.2,25.5
0500000US31089,"Holt County, Nebraska",8.9,21.9
0500000US31091,"Hooker County, Nebraska",17.4,34.5
0500000US31093,"Howard County, Nebraska",10.2,22.1
0500000US31095,"Jefferson County, Nebraska",10.6,24.7
0500000US31097,"Johnson County, Nebraska",10.1,23.8
0500000US31099,"Kearney County, Nebraska",9.4,19.6
0500000US31101,"Keith County, Nebraska",13.1,27.9
0500000US31103,"Keya Paha County, Nebraska",7.7,25.4
0500000US31105,"Kimball County, Nebraska",11.4,24.4
0500000US31107,"Knox County, Nebraska",12.3,23.4
0500000US31109,"Lancaster County, Nebraska",14,13.9
0500000US31111,"Lincoln County, Nebraska",12.6,19.7
0500000US31113,"Logan County, Nebraska",9.7,21.7
0500000US31115,"Loup County, Nebraska",8.9,26.4
0500000US31117,"McPherson County, Nebraska",16,18.3
0500000US31119,"Madison County, Nebraska",16,15.5
0500000US31121,"Merrick County, Nebraska",10,21.6
0500000US31123,"Morrill County, Nebraska",9.4,19.5
0500000US31125,"Nance County, Nebraska",11.7,20.7
0500000US31127,"Nemaha County, Nebraska",11.5,19.8
0500000US31129,"Nuckolls County, Nebraska",10.8,27.2
0500000US31131,"Otoe County, Nebraska",10,19.9
0500000US31133,"Pawnee County, Nebraska",20.5,28.7
0500000US31135,"Perkins County, Nebraska",4.8,23.4
0500000US31137,"Phelps County, Nebraska",7.1,20.3
0500000US31139,"Pierce County, Nebraska",6.8,18.2
0500000US31141,"Platte County, Nebraska",8.6,16.4
0500000US31143,"Polk County, Nebraska",7.6,20.1
0500000US31145,"Red Willow County, Nebraska",11.7,21
0500000US31147,"Richardson County, Nebraska",16.3,25.8
0500000US31149,"Rock County, Nebraska",9.7,27.3
0500000US31151,"Saline County, Nebraska",11.6,15
0500000US31153,"Sarpy County, Nebraska",5.3,11.3
0500000US31155,"Saunders County, Nebraska",9,18.4
0500000US31157,"Scotts Bluff County, Nebraska",13.2,19.8
0500000US31159,"Seward County, Nebraska",9.2,16.5
0500000US31161,"Sheridan County, Nebraska",15.8,27
0500000US31163,"Sherman County, Nebraska",10.7,25.5
0500000US31165,"Sioux County, Nebraska",12.4,23.5
0500000US31167,"Stanton County, Nebraska",9.5,17
0500000US31169,"Thayer County, Nebraska",10.9,26
0500000US31171,"Thomas County, Nebraska",12.4,21.6
0500000US31173,"Thurston County, Nebraska",30.5,12.4
0500000US31175,"Valley County, Nebraska",11.5,25.7
0500000US31177,"Washington County, Nebraska",9.8,17
0500000US31179,"Wayne County, Nebraska",13.5,14.7
0500000US31181,"Webster County, Nebraska",11.3,22.7
0500000US31183,"Wheeler County, Nebraska",2.6,26.6
0500000US31185,"York County, Nebraska",9.7,19.9
0500000US32001,"Churchill County, Nevada",13.8,20.6
0500000US32003,"Clark County, Nevada",14.6,14.9
0500000US32005,"Douglas County, Nevada",9.8,27
0500000US32007,"Elko County, Nevada",11.5,10.5
0500000US32009,"Esmeralda County, Nevada",6.8,31.1
0500000US32011,"Eureka County, Nevada",10,16
0500000US32013,"Humboldt County, Nevada",9.1,12.1
0500000US32015,"Lander County, Nevada",13.2,16.4
0500000US32017,"Lincoln County, Nevada",12.1,23.8
0500000US32019,"Lyon County, Nevada",13.7,22.7
0500000US32021,"Mineral County, Nevada",20.3,23
0500000US32023,"Nye County, Nevada",17.3,32.5
0500000US32027,"Pershing County, Nevada",15,21.8
0500000US32029,"Storey County, Nevada",7.7,35.5
0500000US32031,"Washoe County, Nevada",13.3,16.8
0500000US32033,"White Pine County, Nevada",13,20.8
0500000US32510,"Carson City, Nevada",14.7,22.1
0500000US33001,"Belknap County, New Hampshire",9.1,21.7
0500000US33003,"Carroll County, New Hampshire",9.2,27.4
0500000US33005,"Cheshire County, New Hampshire",10.2,20
0500000US33007,"Coos County, New Hampshire",13.3,25.8
0500000US33009,"Grafton County, New Hampshire",10.9,20.7
0500000US33011,"Hillsborough County, New Hampshire",8.6,15.8
0500000US33013,"Merrimack County, New Hampshire",7.7,18.6
0500000US33015,"Rockingham County, New Hampshire",4.8,17.1
0500000US33017,"Strafford County, New Hampshire",9.5,15.8
0500000US33019,"Sullivan County, New Hampshire",9.4,21.8
0500000US34001,"Atlantic County, New Jersey",15.3,18.2
0500000US34003,"Bergen County, New Jersey",7.2,16.4
0500000US34005,"Burlington County, New Jersey",6.4,17.3
0500000US34007,"Camden County, New Jersey",13.1,16.4
0500000US34009,"Cape May County, New Jersey",10.6,26.8
0500000US34011,"Cumberland County, New Jersey",18.8,17.8
0500000US34013,"Essex County, New Jersey",16.7,14
0500000US34015,"Gloucester County, New Jersey",7.9,16.2
0500000US34017,"Hudson County, New Jersey",17.1,11.9
0500000US34019,"Hunterdon County, New Jersey",4.5,17.4
0500000US34021,"Mercer County, New Jersey",11.3,15.3
0500000US34023,"Middlesex County, New Jersey",8.6,14.3
0500000US34025,"Monmouth County, New Jersey",7.6,17.1
0500000US34027,"Morris County, New Jersey",4.6,16
0500000US34029,"Ocean County, New Jersey",10.9,23.7
0500000US34031,"Passaic County, New Jersey",17,14.7
0500000US34033,"Salem County, New Jersey",14.2,19.8
0500000US34035,"Somerset County, New Jersey",4.8,14.2
0500000US34037,"Sussex County, New Jersey",5.3,16.9
0500000US34039,"Union County, New Jersey",10.3,14.3
0500000US34041,"Warren County, New Jersey",8.2,18
0500000US35001,"Bernalillo County, New Mexico",18,17
0500000US35003,"Catron County, New Mexico",21.5,42.5
0500000US35005,"Chaves County, New Mexico",21.2,18
0500000US35006,"Cibola County, New Mexico",28.5,18.8
0500000US35007,"Colfax County, New Mexico",23.5,30.6
0500000US35009,"Curry County, New Mexico",22.5,14.8
0500000US35011,"De Baca County, New Mexico",22.7,20.4
0500000US35013,"Do�a Ana County, New Mexico",27.9,16.5
0500000US35015,"Eddy County, New Mexico",14.6,16.7
0500000US35017,"Grant County, New Mexico",22,28.3
0500000US35019,"Guadalupe County, New Mexico",13,34
0500000US35021,"Harding County, New Mexico",19.8,33.3
0500000US35023,"Hidalgo County, New Mexico",26,22.3
0500000US35025,"Lea County, New Mexico",16.1,13
0500000US35027,"Lincoln County, New Mexico",15.4,30.9
0500000US35028,"Los Alamos County, New Mexico",5.1,16.1
0500000US35029,"Luna County, New Mexico",31.8,21.4
0500000US35031,"McKinley County, New Mexico",37.5,13.2
0500000US35033,"Mora County, New Mexico",20.3,27.2
0500000US35035,"Otero County, New Mexico",21.4,19.3
0500000US35037,"Quay County, New Mexico",21.6,29.6
0500000US35039,"Rio Arriba County, New Mexico",26.4,19.9
0500000US35041,"Roosevelt County, New Mexico",27.5,15.2
0500000US35043,"Sandoval County, New Mexico",14.7,17.6
0500000US35045,"San Juan County, New Mexico",20.8,15.1
0500000US35047,"San Miguel County, New Mexico",30.9,24.1
0500000US35049,"Santa Fe County, New Mexico",14.4,22.3
0500000US35051,"Sierra County, New Mexico",21.2,37.2
0500000US35053,"Socorro County, New Mexico",26.6,24.4
0500000US35055,"Taos County, New Mexico",21.3,28.4
0500000US35057,"Torrance County, New Mexico",27.1,24.6
0500000US35059,"Union County, New Mexico",14.2,24.3
0500000US35061,"Valencia County, New Mexico",22,19.7
0500000US36001,"Albany County, New York",12.4,17
0500000US36003,"Allegany County, New York",16.5,20.1
0500000US36005,"Bronx County, New York",29.7,13.1
0500000US36007,"Broome County, New York",17.1,20
0500000US36009,"Cattaraugus County, New York",16.9,20.6
0500000US36011,"Cayuga County, New York",11.6,20
0500000US36013,"Chautauqua County, New York",18.5,21.5
0500000US36015,"Chemung County, New York",15.8,20.2
0500000US36017,"Chenango County, New York",14.5,22.5
0500000US36019,"Clinton County, New York",15.7,18.9
0500000US36021,"Columbia County, New York",11.4,23.2
0500000US36023,"Cortland County, New York",14.7,17.4
0500000US36025,"Delaware County, New York",16.5,25.4
0500000US36027,"Dutchess County, New York",9.1,17.8
0500000US36029,"Erie County, New York",14.9,19
0500000US36031,"Essex County, New York",8.9,25.6
0500000US36033,"Franklin County, New York",19.4,21.3
0500000US36035,"Fulton County, New York",16,22.5
0500000US36037,"Genesee County, New York",12.8,20.1
0500000US36039,"Greene County, New York",12.4,24.8
0500000US36041,"Hamilton County, New York",9.7,27.5
0500000US36043,"Herkimer County, New York",14.9,21.6
0500000US36045,"Jefferson County, New York",14.8,15.9
0500000US36047,"Kings County, New York",21.9,13.8
0500000US36049,"Lewis County, New York",14.2,19.4
0500000US36051,"Livingston County, New York",14.6,18.9
0500000US36053,"Madison County, New York",11.1,18.4
0500000US36055,"Monroe County, New York",14.8,17.8
0500000US36057,"Montgomery County, New York",19.6,20
0500000US36059,"Nassau County, New York",5.9,17.2
0500000US36061,"New York County, New York",17.3,16
0500000US36063,"Niagara County, New York",13.4,22.9
0500000US36065,"Oneida County, New York",16.6,20.4
0500000US36067,"Onondaga County, New York",14.9,17.9
0500000US36069,"Ontario County, New York",9.7,20.3
0500000US36071,"Orange County, New York",12.2,15.1
0500000US36073,"Orleans County, New York",15.9,20.4
0500000US36075,"Oswego County, New York",18.3,18.2
0500000US36077,"Otsego County, New York",16.1,21.5
0500000US36079,"Putnam County, New York",4.8,17
0500000US36081,"Queens County, New York",13.7,14.8
0500000US36083,"Rensselaer County, New York",12.6,17.4
0500000US36085,"Richmond County, New York",12.9,16.3
0500000US36087,"Rockland County, New York",14.2,15.8
0500000US36089,"St. Lawrence County, New York",19.4,18.9
0500000US36091,"Saratoga County, New York",6.6,17.9
0500000US36093,"Schenectady County, New York",12.4,17.9
0500000US36095,"Schoharie County, New York",13.9,22.6
0500000US36097,"Schuyler County, New York",15.3,21.7
0500000US36099,"Seneca County, New York",11.8,22
0500000US36101,"Steuben County, New York",14.5,21.1
0500000US36103,"Suffolk County, New York",7.2,16.7
0500000US36105,"Sullivan County, New York",15.9,20.5
0500000US36107,"Tioga County, New York",11.2,20.3
0500000US36109,"Tompkins County, New York",20.4,13.6
0500000US36111,"Ulster County, New York",13.2,20.5
0500000US36113,"Warren County, New York",9.9,22.5
0500000US36115,"Washington County, New York",12.8,21.7
0500000US36117,"Wayne County, New York",11.7,19.9
0500000US36119,"Westchester County, New York",9.4,16.4
0500000US36121,"Wyoming County, New York",11.4,20
0500000US36123,"Yates County, New York",13.1,21.1
0500000US37001,"Alamance County, North Carolina",17.6,18.8
0500000US37003,"Alexander County, North Carolina",14.7,22.7
0500000US37005,"Alleghany County, North Carolina",21,29.3
0500000US37007,"Anson County, North Carolina",22.7,21.7
0500000US37009,"Ashe County, North Carolina",19.4,26.5
0500000US37011,"Avery County, North Carolina",14.7,25.5
0500000US37013,"Beaufort County, North Carolina",19.1,25.3
0500000US37015,"Bertie County, North Carolina",22,25.6
0500000US37017,"Bladen County, North Carolina",24.5,24.3
0500000US37019,"Brunswick County, North Carolina",14.1,30.9
0500000US37021,"Buncombe County, North Carolina",13.2,20.5
0500000US37023,"Burke County, North Carolina",19.3,22.9
0500000US37025,"Cabarrus County, North Carolina",11.5,14.3
0500000US37027,"Caldwell County, North Carolina",16.4,23.1
0500000US37029,"Camden County, North Carolina",9,17.2
0500000US37031,"Carteret County, North Carolina",12.5,25.7
0500000US37033,"Caswell County, North Carolina",21.3,25.1
0500000US37035,"Catawba County, North Carolina",14.2,18.7
0500000US37037,"Chatham County, North Carolina",13.3,24.2
0500000US37039,"Cherokee County, North Carolina",16.8,31.4
0500000US37041,"Chowan County, North Carolina",22.8,24.2
0500000US37043,"Clay County, North Carolina",17.5,32
0500000US37045,"Cleveland County, North Carolina",19.9,21.4
0500000US37047,"Columbus County, North Carolina",23.6,24.8
0500000US37049,"Craven County, North Carolina",15.4,21.5
0500000US37051,"Cumberland County, North Carolina",18.2,14.6
0500000US37053,"Currituck County, North Carolina",9.1,17.4
0500000US37055,"Dare County, North Carolina",8.9,21
0500000US37057,"Davidson County, North Carolina",15.8,19.7
0500000US37059,"Davie County, North Carolina",14,21.5
0500000US37061,"Duplin County, North Carolina",26.3,20
0500000US37063,"Durham County, North Carolina",16.4,13.3
0500000US37065,"Edgecombe County, North Carolina",24.6,21.1
0500000US37067,"Forsyth County, North Carolina",18.7,16.8
0500000US37069,"Franklin County, North Carolina",16.4,18.8
0500000US37071,"Gaston County, North Carolina",16.5,18.4
0500000US37073,"Gates County, North Carolina",12.4,21.6
0500000US37075,"Graham County, North Carolina",19,27.8
0500000US37077,"Granville County, North Carolina",14.3,18.5
0500000US37079,"Greene County, North Carolina",25.8,19.4
0500000US37081,"Guilford County, North Carolina",16.7,16
0500000US37083,"Halifax County, North Carolina",26.8,24
0500000US37085,"Harnett County, North Carolina",18,14.5
0500000US37087,"Haywood County, North Carolina",16.6,27.7
0500000US37089,"Henderson County, North Carolina",11.8,26.9
0500000US37091,"Hertford County, North Carolina",23.3,22.9
0500000US37093,"Hoke County, North Carolina",21.9,12.2
0500000US37095,"Hyde County, North Carolina",20.3,20.2
0500000US37097,"Iredell County, North Carolina",12.7,17
0500000US37099,"Jackson County, North Carolina",21.6,20.9
0500000US37101,"Johnston County, North Carolina",14.5,14.6
0500000US37103,"Jones County, North Carolina",26.4,25.6
0500000US37105,"Lee County, North Carolina",17.5,16.9
0500000US37107,"Lenoir County, North Carolina",22.3,23.2
0500000US37109,"Lincoln County, North Carolina",15.2,18.9
0500000US37111,"McDowell County, North Carolina",19.3,24.8
0500000US37113,"Macon County, North Carolina",17.7,30.5
0500000US37115,"Madison County, North Carolina",17.8,23.4
0500000US37117,"Martin County, North Carolina",19.2,25.4
0500000US37119,"Mecklenburg County, North Carolina",13.4,11.5
0500000US37121,"Mitchell County, North Carolina",15.4,26.4
0500000US37123,"Montgomery County, North Carolina",20.9,21.7
0500000US37125,"Moore County, North Carolina",13.3,26
0500000US37127,"Nash County, North Carolina",15.9,19.9
0500000US37129,"New Hanover County, North Carolina",18,18.6
0500000US37131,"Northampton County, North Carolina",25.4,28.3
0500000US37133,"Onslow County, North Carolina",14.1,12.9
0500000US37135,"Orange County, North Carolina",14,12.9
0500000US37137,"Pamlico County, North Carolina",15.1,30.2
0500000US37139,"Pasquotank County, North Carolina",18.1,18.2
0500000US37141,"Pender County, North Carolina",15.8,20.2
0500000US37143,"Perquimans County, North Carolina",18.8,28.7
0500000US37145,"Person County, North Carolina",18.1,22.2
0500000US37147,"Pitt County, North Carolina",24.3,13.9
0500000US37149,"Polk County, North Carolina",10.9,31.4
0500000US37151,"Randolph County, North Carolina",16.7,19.8
0500000US37153,"Richmond County, North Carolina",26.1,21.9
0500000US37155,"Robeson County, North Carolina",29.2,17.9
0500000US37157,"Rockingham County, North Carolina",18.5,22.4
0500000US37159,"Rowan County, North Carolina",16.8,19.6
0500000US37161,"Rutherford County, North Carolina",19.6,24.9
0500000US37163,"Sampson County, North Carolina",24.3,20
0500000US37165,"Scotland County, North Carolina",29.8,21.4
0500000US37167,"Stanly County, North Carolina",15.7,20.3
0500000US37169,"Stokes County, North Carolina",13.9,22.3
0500000US37171,"Surry County, North Carolina",17.6,23.1
0500000US37173,"Swain County, North Carolina",20.9,21.8
0500000US37175,"Transylvania County, North Carolina",15.5,31.1
0500000US37177,"Tyrrell County, North Carolina",26.8,28.9
0500000US37179,"Union County, North Carolina",9.4,12.7
0500000US37181,"Vance County, North Carolina",23,21.3
0500000US37183,"Wake County, North Carolina",10.1,11.3
0500000US37185,"Warren County, North Carolina",22.3,26.8
0500000US37187,"Washington County, North Carolina",24.1,25.6
0500000US37189,"Watauga County, North Carolina",28.3,16.5
0500000US37191,"Wayne County, North Carolina",21.2,19.5
0500000US37193,"Wilkes County, North Carolina",20.9,23.3
0500000US37195,"Wilson County, North Carolina",20.6,19.9
0500000US37197,"Yadkin County, North Carolina",17.3,21.8
0500000US37199,"Yancey County, North Carolina",19.6,26.9
0500000US38001,"Adams County, North Dakota",9.2,22.4
0500000US38003,"Barnes County, North Dakota",10,21.7
0500000US38005,"Benson County, North Dakota",33.3,14.4
0500000US38007,"Billings County, North Dakota",10.3,21
0500000US38009,"Bottineau County, North Dakota",8.6,23
0500000US38011,"Bowman County, North Dakota",8.5,19.2
0500000US38013,"Burke County, North Dakota",7.3,15.3
0500000US38015,"Burleigh County, North Dakota",8.5,15.4
0500000US38017,"Cass County, North Dakota",11.2,11.9
0500000US38019,"Cavalier County, North Dakota",8.6,26.3
0500000US38021,"Dickey County, North Dakota",6.3,19.3
0500000US38023,"Divide County, North Dakota",13,25.4
0500000US38025,"Dunn County, North Dakota",10.6,18.3
0500000US38027,"Eddy County, North Dakota",13.2,20.3
0500000US38029,"Emmons County, North Dakota",11.9,28.5
0500000US38031,"Foster County, North Dakota",7.1,22.2
0500000US38033,"Golden Valley County, North Dakota",9.4,21.7
0500000US38035,"Grand Forks County, North Dakota",17,12.8
0500000US38037,"Grant County, North Dakota",12.8,27.5
0500000US38039,"Griggs County, North Dakota",8,28
0500000US38041,"Hettinger County, North Dakota",9.3,26.8
0500000US38043,"Kidder County, North Dakota",6.9,21.9
0500000US38045,"LaMoure County, North Dakota",10.7,24.2
0500000US38047,"Logan County, North Dakota",7.5,27.5
0500000US38049,"McHenry County, North Dakota",7.9,20.5
0500000US38051,"McIntosh County, North Dakota",9.9,32
0500000US38053,"McKenzie County, North Dakota",11.7,11.1
0500000US38055,"McLean County, North Dakota",8.9,22.9
0500000US38057,"Mercer County, North Dakota",7.3,16.7
0500000US38059,"Morton County, North Dakota",7.9,15.6
0500000US38061,"Mountrail County, North Dakota",11.2,10.9
0500000US38063,"Nelson County, North Dakota",8.4,26.7
0500000US38065,"Oliver County, North Dakota",3.1,25.4
0500000US38067,"Pembina County, North Dakota",5.6,23
0500000US38069,"Pierce County, North Dakota",17.6,23.1
0500000US38071,"Ramsey County, North Dakota",12.1,19.5
0500000US38073,"Ransom County, North Dakota",6.6,20.7
0500000US38075,"Renville County, North Dakota",4.8,16.5
0500000US38077,"Richland County, North Dakota",9.7,17
0500000US38079,"Rolette County, North Dakota",32.4,12.5
0500000US38081,"Sargent County, North Dakota",4.3,22.1
0500000US38083,"Sheridan County, North Dakota",15.4,27.9
0500000US38085,"Sioux County, North Dakota",37.1,8.7
0500000US38087,"Slope County, North Dakota",6.8,25.7
0500000US38089,"Stark County, North Dakota",8.1,13.4
0500000US38091,"Steele County, North Dakota",3.8,21.5
0500000US38093,"Stutsman County, North Dakota",11.1,19.1
0500000US38095,"Towner County, North Dakota",12.4,24.5
0500000US38097,"Traill County, North Dakota",6.9,17.6
0500000US38099,"Walsh County, North Dakota",9.9,21.7
0500000US38101,"Ward County, North Dakota",8.4,13.2
0500000US38103,"Wells County, North Dakota",5.8,27.4
0500000US38105,"Williams County, North Dakota",9,9.6
0500000US39001,"Adams County, Ohio",23.8,22
0500000US39003,"Allen County, Ohio",15,18.7
0500000US39005,"Ashland County, Ohio",14.2,18.4
0500000US39007,"Ashtabula County, Ohio",19.8,20.5
0500000US39009,"Athens County, Ohio",30.2,16.8
0500000US39011,"Auglaize County, Ohio",9,17.7
0500000US39013,"Belmont County, Ohio",14.1,22.5
0500000US39015,"Brown County, Ohio",17.8,20
0500000US39017,"Butler County, Ohio",12.9,15.3
0500000US39019,"Carroll County, Ohio",14.8,21
0500000US39021,"Champaign County, Ohio",11.1,19.3
0500000US39023,"Clark County, Ohio",16.6,20
0500000US39025,"Clermont County, Ohio",9.8,16.8
0500000US39027,"Clinton County, Ohio",14.7,18.3
0500000US39029,"Columbiana County, Ohio",15.4,21.4
0500000US39031,"Coshocton County, Ohio",15,20.8
0500000US39033,"Crawford County, Ohio",16.2,22.5
